Order No, Order Time, Order Type, Order Taken By, Customer Name, Customer Number, Item name, Quantity, Item Type, Price, Item Tax, Item discount
6764,27-Dec-2024 11:46 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6765,27-Dec-2024 12:00 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6766,27-Dec-2024 12:17 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6767,27-Dec-2024 12:42 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
6768,27-Dec-2024 01:11 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6768,27-Dec-2024 01:11 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6769,27-Dec-2024 01:32 PM,Walk-In,Cashier,,,Coconut Milk,1.0,Modifier,5.0,0.0,""
6769,27-Dec-2024 01:32 PM,Walk-In,Cashier,,,Matcha,1.0,Regular Item,30.0,0.0,""
6770,27-Dec-2024 01:38 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6770,27-Dec-2024 01:38 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6770,27-Dec-2024 01:38 PM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
6770,27-Dec-2024 01:38 PM,Walk-In,Cashier,,,6oz,2.0,Regular Item,24.0,0.0,""
6771,27-Dec-2024 01:42 PM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
6771,27-Dec-2024 01:42 PM,Walk-In,Cashier,,,6oz,2.0,Regular Item,24.0,0.0,""
6771,27-Dec-2024 01:42 PM,Walk-In,Cashier,,,Still Water,5.0,Regular Item,9.0,0.0,""
6772,27-Dec-2024 01:50 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
6772,27-Dec-2024 01:50 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6773,27-Dec-2024 01:54 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
6773,27-Dec-2024 01:54 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6774,27-Dec-2024 02:01 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
6775,27-Dec-2024 02:27 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6775,27-Dec-2024 02:27 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
6776,27-Dec-2024 02:58 PM,Walk-In,Cashier,,,Dark Choco,1.0,Regular Item,30.0,0.0,""
6776,27-Dec-2024 02:58 PM,Walk-In,Cashier,,,Filter,2.0,Regular Item,36.0,0.0,""
6776,27-Dec-2024 02:58 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
6776,27-Dec-2024 02:58 PM,Walk-In,Cashier,,,Honey Cake,1.0,Regular Item,32.0,0.0,""
6776,27-Dec-2024 02:58 PM,Walk-In,Cashier,,,Chocolate Lava,1.0,Regular Item,35.0,0.0,""
6776,27-Dec-2024 02:58 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6776,27-Dec-2024 02:58 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6777,27-Dec-2024 04:07 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6777,27-Dec-2024 04:07 PM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
6778,27-Dec-2024 04:08 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6779,27-Dec-2024 04:23 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6779,27-Dec-2024 04:23 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6780,27-Dec-2024 04:29 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
6780,27-Dec-2024 04:29 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6780,27-Dec-2024 04:29 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
6780,27-Dec-2024 04:29 PM,Walk-In,Cashier,,,Dark Choco,1.0,Regular Item,30.0,0.0,""
6781,27-Dec-2024 04:42 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6782,27-Dec-2024 04:48 PM,Walk-In,Cashier,,,Filter,2.0,Regular Item,36.0,0.0,""
6782,27-Dec-2024 04:48 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6783,27-Dec-2024 04:57 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6783,27-Dec-2024 04:57 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6783,27-Dec-2024 04:57 PM,Walk-In,Cashier,,,Signature Hot,1.0,Regular Item,32.0,0.0,""
6783,27-Dec-2024 04:57 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6784,27-Dec-2024 05:12 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6784,27-Dec-2024 05:12 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6785,27-Dec-2024 05:15 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6786,27-Dec-2024 05:27 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6786,27-Dec-2024 05:27 PM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
6787,27-Dec-2024 05:32 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6787,27-Dec-2024 05:32 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6788,27-Dec-2024 06:03 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
6788,27-Dec-2024 06:03 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
6789,27-Dec-2024 06:09 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6789,27-Dec-2024 06:09 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6790,27-Dec-2024 06:28 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
6791,27-Dec-2024 06:46 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6791,27-Dec-2024 06:46 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6791,27-Dec-2024 06:46 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
6792,27-Dec-2024 06:46 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6792,27-Dec-2024 06:46 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6793,27-Dec-2024 06:47 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
6793,27-Dec-2024 06:47 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
6794,27-Dec-2024 06:52 PM,Walk-In,Cashier,,,Still Water,4.0,Regular Item,9.0,0.0,""
6795,27-Dec-2024 07:00 PM,Walk-In,Cashier,,,Choco Strawberry,4.0,Regular Item,35.0,0.0,""
6796,27-Dec-2024 07:18 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6796,27-Dec-2024 07:18 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6796,27-Dec-2024 07:18 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
6797,27-Dec-2024 07:21 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6797,27-Dec-2024 07:21 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6798,27-Dec-2024 07:41 PM,Walk-In,Cashier,,,Honey Cake,1.0,Regular Item,32.0,0.0,""
6798,27-Dec-2024 07:41 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
6798,27-Dec-2024 07:41 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
6798,27-Dec-2024 07:41 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
6799,27-Dec-2024 08:05 PM,Walk-In,Cashier,,,Still Water,2.0,Regular Item,9.0,0.0,""
6800,27-Dec-2024 08:41 PM,Walk-In,Cashier,,,Spanish Latte,4.0,Regular Item,28.0,0.0,""
6800,27-Dec-2024 08:41 PM,Walk-In,Cashier,,,Brazillian,4.0,Modifier,0.0,0.0,""
6800,27-Dec-2024 08:41 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6801,27-Dec-2024 10:02 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6801,27-Dec-2024 10:02 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6802,27-Dec-2024 10:07 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6802,27-Dec-2024 10:07 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6802,27-Dec-2024 10:07 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6802,27-Dec-2024 10:07 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
6803,27-Dec-2024 10:22 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6803,27-Dec-2024 10:22 PM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
6804,27-Dec-2024 10:34 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6804,27-Dec-2024 10:34 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6805,27-Dec-2024 11:07 PM,Walk-In,Cashier,,,Signature Hot,1.0,Regular Item,32.0,0.0,""
6805,27-Dec-2024 11:07 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6806,27-Dec-2024 11:43 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6806,27-Dec-2024 11:43 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6807,27-Dec-2024 11:46 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6808,27-Dec-2024 11:48 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
6809,28-Dec-2024 07:00 AM,Walk-In,Cashier,,,Open Drawer (ADD REASON),1.0,Regular Item,0.0,0.0,""
6810,28-Dec-2024 07:30 AM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
6810,28-Dec-2024 07:30 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6810,28-Dec-2024 07:30 AM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6811,28-Dec-2024 09:59 AM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
6811,28-Dec-2024 09:59 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6812,28-Dec-2024 10:28 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6812,28-Dec-2024 10:28 AM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6812,28-Dec-2024 10:28 AM,Walk-In,Cashier,,,Zaatar,1.0,Regular Item,14.0,0.0,""
6812,28-Dec-2024 10:28 AM,Walk-In,Cashier,,,Cheese Danish,1.0,Regular Item,21.0,0.0,""
6813,28-Dec-2024 10:40 AM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6813,28-Dec-2024 10:40 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6814,28-Dec-2024 11:07 AM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6814,28-Dec-2024 11:07 AM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6814,28-Dec-2024 11:07 AM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
6814,28-Dec-2024 11:07 AM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6815,28-Dec-2024 11:15 AM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6815,28-Dec-2024 11:15 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6815,28-Dec-2024 11:15 AM,Walk-In,Cashier,,,8oz,1.0,Regular Item,25.0,0.0,""
6815,28-Dec-2024 11:15 AM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6815,28-Dec-2024 11:15 AM,Walk-In,Cashier,,,Almond Milk,1.0,Modifier,5.0,0.0,""
6816,28-Dec-2024 11:43 AM,Walk-In,Cashier,,,4oz,5.0,Regular Item,23.0,0.0,""
6816,28-Dec-2024 11:43 AM,Walk-In,Cashier,,,Etheopian,5.0,Modifier,0.0,0.0,""
6816,28-Dec-2024 11:43 AM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6817,28-Dec-2024 11:44 AM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
6817,28-Dec-2024 11:44 AM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6818,28-Dec-2024 12:09 PM,Walk-In,Cashier,,,Dark Choco,1.0,Regular Item,30.0,0.0,""
6818,28-Dec-2024 12:09 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6819,28-Dec-2024 12:28 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
6819,28-Dec-2024 12:28 PM,Walk-In,Cashier,,,Granola,1.0,Regular Item,5.0,0.0,""
6819,28-Dec-2024 12:28 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6820,28-Dec-2024 12:28 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6820,28-Dec-2024 12:28 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6821,28-Dec-2024 12:30 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6821,28-Dec-2024 12:30 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6822,28-Dec-2024 12:31 PM,Walk-In,Cashier,,,Espresso,1.0,Regular Item,20.0,0.0,""
6822,28-Dec-2024 12:31 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
6823,28-Dec-2024 12:32 PM,Walk-In,Cashier,,,Matcha,1.0,Regular Item,30.0,0.0,""
6823,28-Dec-2024 12:32 PM,Walk-In,Cashier,,,Cheese Danish,1.0,Regular Item,21.0,0.0,""
6824,28-Dec-2024 01:19 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6824,28-Dec-2024 01:19 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6825,28-Dec-2024 01:57 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
6826,28-Dec-2024 02:00 PM,Walk-In,Cashier,,,Filter,2.0,Regular Item,36.0,0.0,""
6827,28-Dec-2024 02:23 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
6828,28-Dec-2024 02:34 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6828,28-Dec-2024 02:34 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6828,28-Dec-2024 02:34 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6829,28-Dec-2024 03:44 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6829,28-Dec-2024 03:44 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6830,28-Dec-2024 03:48 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6831,28-Dec-2024 03:52 PM,Walk-In,Cashier,,,Dark Choco,1.0,Regular Item,30.0,0.0,""
6831,28-Dec-2024 03:52 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6832,28-Dec-2024 04:42 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6833,28-Dec-2024 04:45 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6834,28-Dec-2024 04:49 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
6835,28-Dec-2024 04:53 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6835,28-Dec-2024 04:53 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6836,28-Dec-2024 04:55 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6836,28-Dec-2024 04:55 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6837,28-Dec-2024 05:22 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6837,28-Dec-2024 05:22 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6838,28-Dec-2024 05:30 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
6839,28-Dec-2024 05:39 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
6840,28-Dec-2024 06:11 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6840,28-Dec-2024 06:11 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6841,28-Dec-2024 06:31 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6841,28-Dec-2024 06:31 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6842,28-Dec-2024 06:58 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6843,28-Dec-2024 08:42 PM,Walk-In,Cashier,,,Cheese Danish,3.0,Regular Item,21.0,0.0,""
6843,28-Dec-2024 08:42 PM,Walk-In,Cashier,,,Cheese,2.0,Regular Item,16.0,0.0,""
6843,28-Dec-2024 08:42 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6843,28-Dec-2024 08:42 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6843,28-Dec-2024 08:42 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6843,28-Dec-2024 08:42 PM,Walk-In,Cashier,,,Chocolate Lava,1.0,Regular Item,35.0,0.0,""
6843,28-Dec-2024 08:42 PM,Walk-In,Cashier,,,Affogato,1.0,Regular Item,25.0,0.0,""
6844,28-Dec-2024 08:42 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6844,28-Dec-2024 08:42 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6845,28-Dec-2024 08:43 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6846,28-Dec-2024 08:45 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6846,28-Dec-2024 08:45 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6847,28-Dec-2024 10:21 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
6847,28-Dec-2024 10:21 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6848,28-Dec-2024 10:50 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6848,28-Dec-2024 10:50 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6848,28-Dec-2024 10:50 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
6849,28-Dec-2024 10:59 PM,Walk-In,Cashier,,,Still Water,2.0,Regular Item,9.0,0.0,""
6850,28-Dec-2024 10:59 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6850,28-Dec-2024 10:59 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6851,28-Dec-2024 11:31 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6851,28-Dec-2024 11:31 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6852,29-Dec-2024 09:54 AM,Walk-In,Cashier,,,Etheopian,2.0,Modifier,0.0,0.0,""
6852,29-Dec-2024 09:54 AM,Walk-In,Cashier,,,Americano,2.0,Regular Item,18.0,0.0,""
6853,29-Dec-2024 11:31 AM,Walk-In,Cashier,,,Filter,2.0,Regular Item,36.0,0.0,""
6853,29-Dec-2024 11:31 AM,Walk-In,Cashier,,,Choco Strawberry,2.0,Regular Item,35.0,0.0,""
6854,29-Dec-2024 11:32 AM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6854,29-Dec-2024 11:32 AM,Walk-In,Cashier,,,Hot Chocolate,1.0,Regular Item,28.0,0.0,""
6855,29-Dec-2024 12:20 PM,Walk-In,Cashier,,,Americano,2.0,Regular Item,18.0,0.0,""
6855,29-Dec-2024 12:20 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
6855,29-Dec-2024 12:20 PM,Walk-In,Cashier,,,Plain,1.0,Regular Item,12.0,0.0,""
6856,29-Dec-2024 12:38 PM,Walk-In,Cashier,,,Spanish Latte,2.0,Regular Item,28.0,0.0,""
6856,29-Dec-2024 12:38 PM,Walk-In,Cashier,,,Brazillian,2.0,Modifier,0.0,0.0,""
6856,29-Dec-2024 12:38 PM,Walk-In,Cashier,,,Cheese,2.0,Regular Item,16.0,0.0,""
6857,29-Dec-2024 01:09 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6857,29-Dec-2024 01:09 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6857,29-Dec-2024 01:09 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6857,29-Dec-2024 01:09 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6858,29-Dec-2024 01:22 PM,Walk-In,Cashier,,,Honey Cake,1.0,Regular Item,32.0,0.0,""
6858,29-Dec-2024 01:22 PM,Walk-In,Cashier,,,Cheese,2.0,Regular Item,16.0,0.0,""
6859,29-Dec-2024 01:28 PM,Walk-In,Cashier,,,Hot Chocolate,1.0,Regular Item,28.0,0.0,""
6859,29-Dec-2024 01:28 PM,Walk-In,Cashier,,,Dark Choco,1.0,Regular Item,30.0,0.0,""
6860,29-Dec-2024 02:45 PM,Walk-In,Cashier,,,Choco Strawberry,2.0,Regular Item,35.0,0.0,""
6861,29-Dec-2024 03:32 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6861,29-Dec-2024 03:32 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
6861,29-Dec-2024 03:32 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6861,29-Dec-2024 03:32 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
6861,29-Dec-2024 03:32 PM,Walk-In,Cashier,,,Sparkling Water,1.0,Regular Item,12.0,0.0,""
6862,29-Dec-2024 03:55 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
6862,29-Dec-2024 03:55 PM,Walk-In,Cashier,,,Sebastian Cheese Cake,1.0,Regular Item,31.0,0.0,""
6862,29-Dec-2024 03:55 PM,Walk-In,Cashier,,,Chocolate Lava,1.0,Regular Item,35.0,0.0,""
6862,29-Dec-2024 03:55 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
6863,29-Dec-2024 04:00 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6863,29-Dec-2024 04:00 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6864,29-Dec-2024 04:02 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6864,29-Dec-2024 04:02 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6865,29-Dec-2024 04:09 PM,Walk-In,Cashier,,,Americano,1.0,Regular Item,18.0,0.0,""
6865,29-Dec-2024 04:09 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6866,29-Dec-2024 04:52 PM,Walk-In,Cashier,,,Still Water,1.0,Regular Item,9.0,0.0,""
6867,29-Dec-2024 05:18 PM,Walk-In,Cashier,,,Filter,1.0,Regular Item,36.0,0.0,""
6868,29-Dec-2024 05:18 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6869,29-Dec-2024 06:00 PM,Walk-In,Cashier,,,Hot Chocolate,1.0,Regular Item,28.0,0.0,""
6869,29-Dec-2024 06:00 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6870,29-Dec-2024 06:12 PM,Walk-In,Cashier,,,Cheese,2.0,Regular Item,16.0,0.0,""
6870,29-Dec-2024 06:12 PM,Walk-In,Cashier,,,Smoothie Acai,1.0,Regular Item,35.0,0.0,""
6870,29-Dec-2024 06:12 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6870,29-Dec-2024 06:12 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6871,29-Dec-2024 06:16 PM,Walk-In,Cashier,,,Choco Strawberry,1.0,Regular Item,35.0,0.0,""
6871,29-Dec-2024 06:16 PM,Walk-In,Cashier,,,6oz,1.0,Regular Item,24.0,0.0,""
6871,29-Dec-2024 06:16 PM,Walk-In,Cashier,,,Etheopian,1.0,Modifier,0.0,0.0,""
6872,29-Dec-2024 06:36 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6872,29-Dec-2024 06:36 PM,Walk-In,Cashier,,,Honey Cake,1.0,Regular Item,32.0,0.0,""
6873,29-Dec-2024 07:05 PM,Walk-In,Cashier,,,Cheese,1.0,Regular Item,16.0,0.0,""
6873,29-Dec-2024 07:05 PM,Walk-In,Cashier,,,Spanish Latte,1.0,Regular Item,28.0,0.0,""
6873,29-Dec-2024 07:05 PM,Walk-In,Cashier,,,Brazillian,1.0,Modifier,0.0,0.0,""
6874,29-Dec-2024 07:10 PM,Walk-In,Cashier,,,4oz,1.0,Regular Item,23.0,0.0,""
